name,type,maxLevel,league,tier,level,partsForUpgrade,softForUpgrade,timeForUpgrade,allPartOnLevel,bonusHealth,bonusStrength,bonusDefense,bonusPenetration,passive
,,,,,20,70,45000,0,503,,,315,105,"+X% мувспид, если здоровье ниже Y%"
"Ботинки 1, тир 4",BOOTS,10,6,4,1,,,,,116,,209,70,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,2,1,22500,0,1,120,,216,72,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,3,2,25000,0,3,124,,223,74,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,4,4,27500,0,7,128,,230,77,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,5,6,30000,0,13,131,,236,79,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,6,8,32500,0,21,135,,243,81,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,7,10,35000,0,31,139,,250,83,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,8,12,37500,0,43,143,,257,86,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,9,14,40000,0,57,146,,263,88,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
,,,,,10,16,45000,0,73,150,,270,90,Каждая базовая атака повышает скорость бега на Х% на 1 секунду
"Амулет 1, тир 1",AMULET,40,4,1,1,,,,,,,,9,
,,,,,2,1,100,0,1,,,,18,
,,,,,3,2,200,0,3,,,,27,
,,,,,4,4,400,0,7,,,,36,
,,,,,5,6,600,0,13,,,,45,
,,,,,6,8,800,0,21,,,,54,
,,,,,7,10,1000,0,31,,,,63,
,,,,,8,12,1200,0,43,,,,72,
,,,,,9,14,1400,0,57,,,,81,
,,,,,10,16,1600,0,73,,,,90,
,,,,,11,20,2000,0,93,,,,99,
,,,,,12,25,2500,0,118,,,,108,
,,,,,13,30,3000,0,148,,,,117,
,,,,,14,35,3500,0,183,,,,126,
,,,,,15,40,4000,0,223,,,,135,
,,,,,16,45,4500,0,268,,,,144,
,,,,,17,50,5000,0,318,,,,153,
,,,,,18,55,5500,0,373,,,,162,
,,,,,19,60,6000,0,433,,,,171,
,,,,,20,70,7000,0,503,,,,180,
,,,,,21,80,8000,0,583,,,,189,
,,,,,22,90,9000,0,673,,,,198,
,,,,,23,100,10000,0,773,,,,207,
,,,,,24,110,11000,0,883,,,,216,
,,,,,25,120,12000,0,1003,,,,225,
,,,,,26,130,13000,0,1133,,,,234,
,,,,,27,140,14000,0,1273,,,,243,
,,,,,28,150,15000,0,1423,,,,252,
,,,,,29,160,16000,0,1583,,,,261,
,,,,,30,175,17500,0,1758,,,,270,
,,,,,31,200,20000,0,1958,,,,279,
,,,,,32,225,22500,0,2183,,,,288,
,,,,,33,250,25000,0,2433,,,,297,
,,,,,34,275,27500,0,2708,,,,306,
,,,,,35,300,30000,0,3008,,,,315,
,,,,,36,325,32500,0,3333,,,,324,
,,,,,37,350,35000,0,3683,,,,333,
,,,,,38,375,37500,0,4058,,,,342,
,,,,,39,400,40000,0,4458,,,,351,
,,,,,40,450,45000,0,4908,,,,360,
"Амулет 2, тир 1",AMULET,40,4,1,1,,,,,,2,,7,
,,,,,2,1,100,0,1,,5,,14,
,,,,,3,2,200,0,3,,7,,20,
,,,,,4,4,400,0,7,,9,,27,
,,,,,5,6,600,0,13,,11,,34,
,,,,,6,8,800,0,21,,14,,41,
,,,,,7,10,1000,0,31,,16,,47,
,,,,,8,12,1200,0,43,,18,,54,
,,,,,9,14,1400,0,57,,20,,61,
,,,,,10,16,1600,0,73,,23,,68,
,,,,,11,20,2000,0,93,,25,,74,
,,,,,12,25,2500,0,118,,27,,81,
,,,,,13,30,3000,0,148,,29,,88,
,,,,,14,35,3500,0,183,,32,,95,
,,,,,15,40,4000,0,223,,34,,101,
,,,,,16,45,4500,0,268,,36,,108,
,,,,,17,50,5000,0,318,,38,,115,
,,,,,18,55,5500,0,373,,41,,122,
,,,,,19,60,6000,0,433,,43,,128,
,,,,,20,70,7000,0,503,,45,,135,
,,,,,21,80,8000,0,583,,47,,142,
,,,,,22,90,9000,0,673,,50,,149,
,,,,,23,100,10000,0,773,,52,,155,
,,,,,24,110,11000,0,883,,54,,162,
,,,,,25,120,12000,0,1003,,56,,169,
,,,,,26,130,13000,0,1133,,59,,176,
,,,,,27,140,14000,0,1273,,61,,182,
,,,,,28,150,15000,0,1423,,63,,189,
,,,,,29,160,16000,0,1583,,65,,196,
,,,,,30,175,17500,0,1758,,68,,203,
,,,,,31,200,20000,0,1958,,70,,209,
,,,,,32,225,22500,0,2183,,72,,216,
,,,,,33,250,25000,0,2433,,74,,223,
,,,,,34,275,27500,0,2708,,77,,230,
,,,,,35,300,30000,0,3008,,79,,236,
,,,,,36,325,32500,0,3333,,81,,243,
,,,,,37,350,35000,0,3683,,83,,250,
,,,,,38,375,37500,0,4058,,86,,257,
,,,,,39,400,40000,0,4458,,88,,263,
,,,,,40,450,45000,0,4908,,90,,270,
"Амулет 3, тир 1",AMULET,40,4,1,1,,,,,,,2,7,
,,,,,2,1,100,0,1,,,5,14,
,,,,,3,2,200,0,3,,,7,20,
,,,,,4,4,400,0,7,,,9,27,
,,,,,5,6,600,0,13,,,11,34,
,,,,,6,8,800,0,21,,,14,41,
,,,,,7,10,1000,0,31,,,16,47,
,,,,,8,12,1200,0,43,,,18,54,
,,,,,9,14,1400,0,57,,,20,61,
,,,,,10,16,1600,0,73,,,23,68,
,,,,,11,20,2000,0,93,,,25,74,
,,,,,12,25,2500,0,118,,,27,81,
,,,,,13,30,3000,0,148,,,29,88,
,,,,,14,35,3500,0,183,,,32,95,
,,,,,15,40,4000,0,223,,,34,101,
,,,,,16,45,4500,0,268,,,36,108,
,,,,,17,50,5000,0,318,,,38,115,
,,,,,18,55,5500,0,373,,,41,122,
,,,,,19,60,6000,0,433,,,43,128,
,,,,,20,70,7000,0,503,,,45,135,
,,,,,21,80,8000,0,583,,,47,142,
,,,,,22,90,9000,0,673,,,50,149,
,,,,,23,100,10000,0,773,,,52,155,
,,,,,24,110,11000,0,883,,,54,162,
,,,,,25,120,12000,0,1003,,,56,169,
,,,,,26,130,13000,0,1133,,,59,176,
,,,,,27,140,14000,0,1273,,,61,182,
,,,,,28,150,15000,0,1423,,,63,189,
,,,,,29,160,16000,0,1583,,,65,196,
,,,,,30,175,17500,0,1758,,,68,203,
,,,,,31,200,20000,0,1958,,,70,209,
,,,,,32,225,22500,0,2183,,,72,216,
,,,,,33,250,25000,0,2433,,,74,223,
,,,,,34,275,27500,0,2708,,,77,230,
,,,,,35,300,30000,0,3008,,,79,236,
,,,,,36,325,32500,0,3333,,,81,243,
,,,,,37,350,35000,0,3683,,,83,250,
,,,,,38,375,37500,0,4058,,,86,257,
,,,,,39,400,40000,0,4458,,,88,263,
,,,,,40,450,45000,0,4908,,,90,270,
"Амулет 1, тир 2",AMULET,30,4,2,1,,,,,,,,107,+Х% шанс крита
,,,,,2,1,2500,0,1,,,,117,+Х% шанс крита
,,,,,3,2,3000,0,3,,,,127,+Х% шанс крита
,,,,,4,4,3500,0,7,,,,137,+Х% шанс крита
,,,,,5,6,4000,0,13,,,,146,+Х% шанс крита
,,,,,6,8,4500,0,21,,,,156,+Х% шанс крита
,,,,,7,10,5000,0,31,,,,166,+Х% шанс крита
,,,,,8,12,5500,0,43,,,,176,+Х% шанс крита
,,,,,9,14,6000,0,57,,,,185,+Х% шанс крита
,,,,,10,16,7000,0,73,,,,195,+Х% шанс крита
,,,,,11,20,8000,0,93,,,,205,+Х% шанс крита
,,,,,12,25,9000,0,118,,,,215,+Х% шанс крита
,,,,,13,30,10000,0,148,,,,224,+Х% шанс крита
,,,,,14,35,11000,0,183,,,,234,+Х% шанс крита
,,,,,15,40,12000,0,223,,,,244,+Х% шанс крита
,,,,,16,45,13000,0,268,,,,254,+Х% шанс крита
,,,,,17,50,14000,0,318,,,,263,+Х% шанс крита
,,,,,18,55,15000,0,373,,,,273,+Х% шанс крита
,,,,,19,60,16000,0,433,,,,283,+Х% шанс крита
,,,,,20,70,17500,0,503,,,,293,+Х% шанс крита
,,,,,21,80,20000,0,583,,,,302,+Х% шанс крита
,,,,,22,90,22500,0,673,,,,312,+Х% шанс крита
,,,,,23,100,25000,0,773,,,,322,+Х% шанс крита
,,,,,24,110,27500,0,883,,,,332,+Х% шанс крита
,,,,,25,120,30000,0,1003,,,,341,+Х% шанс крита
,,,,,26,130,32500,0,1133,,,,351,+Х% шанс крита
,,,,,27,140,35000,0,1273,,,,361,+Х% шанс крита
,,,,,28,150,37500,0,1423,,,,371,+Х% шанс крита
,,,,,29,160,40000,0,1583,,,,380,+Х% шанс крита
,,,,,30,175,45000,0,1758,,,,390,+Х% шанс крита
"Амулет 2, тир 2",AMULET,30,5,2,1,,,,,,27,,80,+Х% вампирик
,,,,,2,1,2500,0,1,,29,,88,+Х% вампирик
,,,,,3,2,3000,0,3,,32,,95,+Х% вампирик
,,,,,4,4,3500,0,7,,34,,102,+Х% вампирик
,,,,,5,6,4000,0,13,,37,,110,+Х% вампирик
,,,,,6,8,4500,0,21,,39,,117,+Х% вампирик
,,,,,7,10,5000,0,31,,41,,124,+Х% вампирик
,,,,,8,12,5500,0,43,,44,,132,+Х% вампирик
,,,,,9,14,6000,0,57,,46,,139,+Х% вампирик
,,,,,10,16,7000,0,73,,49,,146,+Х% вампирик
,,,,,11,20,8000,0,93,,51,,154,+Х% вампирик
,,,,,12,25,9000,0,118,,54,,161,+Х% вампирик
,,,,,13,30,10000,0,148,,56,,168,+Х% вампирик
,,,,,14,35,11000,0,183,,59,,176,+Х% вампирик
,,,,,15,40,12000,0,223,,61,,183,+Х% вампирик
,,,,,16,45,13000,0,268,,63,,190,+Х% вампирик
,,,,,17,50,14000,0,318,,66,,197,+Х% вампирик
,,,,,18,55,15000,0,373,,68,,205,+Х% вампирик
,,,,,19,60,16000,0,433,,71,,212,+Х% вампирик
,,,,,20,70,17500,0,503,,73,,219,+Х% вампирик
,,,,,21,80,20000,0,583,,76,,227,+Х% вампирик
,,,,,22,90,22500,0,673,,78,,234,+Х% вампирик
,,,,,23,100,25000,0,773,,80,,241,+Х% вампирик
,,,,,24,110,27500,0,883,,83,,249,+Х% вампирик
,,,,,25,120,30000,0,1003,,85,,256,+Х% вампирик
,,,,,26,130,32500,0,1133,,88,,263,+Х% вампирик
,,,,,27,140,35000,0,1273,,90,,271,+Х% вампирик
,,,,,28,150,37500,0,1423,,93,,278,+Х% вампирик
,,,,,29,160,40000,0,1583,,95,,285,+Х% вампирик
,,,,,30,175,45000,0,1758,,98,,293,+Х% вампирик
"Амулет 3, тир 2",AMULET,30,6,2,1,,,,,,,27,80,-Х% КДР
,,,,,2,1,2500,0,1,,,29,88,-Х% КДР
,,,,,3,2,3000,0,3,,,32,95,-Х% КДР
,,,,,4,4,3500,0,7,,,34,102,-Х% КДР
,,,,,5,6,4000,0,13,,,37,110,-Х% КДР
,,,,,6,8,4500,0,21,,,39,117,-Х% КДР
,,,,,7,10,5000,0,31,,,41,124,-Х% КДР
,,,,,8,12,5500,0,43,,,44,132,-Х% КДР
,,,,,9,14,6000,0,57,,,46,139,-Х% КДР
,,,,,10,16,7000,0,73,,,49,146,-Х% КДР
,,,,,11,20,8000,0,93,,,51,154,-Х% КДР
,,,,,12,25,9000,0,118,,,54,161,-Х% КДР
,,,,,13,30,10000,0,148,,,56,168,-Х% КДР
,,,,,14,35,11000,0,183,,,59,176,-Х% КДР
,,,,,15,40,12000,0,223,,,61,183,-Х% КДР
,,,,,16,45,13000,0,268,,,63,190,-Х% КДР
,,,,,17,50,14000,0,318,,,66,197,-Х% КДР
,,,,,18,55,15000,0,373,,,68,205,-Х% КДР
,,,,,19,60,16000,0,433,,,71,212,-Х% КДР
,,,,,20,70,17500,0,503,,,73,219,-Х% КДР
,,,,,21,80,20000,0,583,,,76,227,-Х% КДР
,,,,,22,90,22500,0,673,,,78,234,-Х% КДР
,,,,,23,100,25000,0,773,,,80,241,-Х% КДР
,,,,,24,110,27500,0,883,,,83,249,-Х% КДР
,,,,,25,120,30000,0,1003,,,85,256,-Х% КДР
,,,,,26,130,32500,0,1133,,,88,263,-Х% КДР
,,,,,27,140,35000,0,1273,,,90,271,-Х% КДР
,,,,,28,150,37500,0,1423,,,93,278,-Х% КДР
,,,,,29,160,40000,0,1583,,,95,285,-Х% КДР
,,,,,30,175,45000,0,1758,,,98,293,-Х% КДР
"Амулет 1, тир 3",AMULET,20,5,3,1,,,,,,55,,165,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,2,1,9000,0,1,,58,,173,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,3,2,10000,0,3,,60,,181,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,4,4,11000,0,7,,63,,189,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,5,6,12000,0,13,,66,,197,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,6,8,13000,0,21,,68,,205,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,7,10,14000,0,31,,71,,213,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,8,12,15000,0,43,,74,,221,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,9,14,16000,0,57,,76,,228,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,10,16,17500,0,73,,79,,236,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,11,20,20000,0,93,,81,,244,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,12,25,22500,0,118,,84,,252,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,13,30,25000,0,148,,87,,260,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,14,35,27500,0,183,,89,,268,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,15,40,30000,0,223,,92,,276,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,16,45,32500,0,268,,95,,284,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,17,50,35000,0,318,,97,,291,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,18,55,37500,0,373,,100,,299,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,19,60,40000,0,433,,102,,307,Снижает лечение атакуемого противника на Х% на Y секунд
,,,,,20,70,45000,0,503,,105,,315,Снижает лечение атакуемого противника на Х% на Y секунд
"Амулет 2, тир 3",AMULET,20,6,3,1,,,,,,,55,165,Повышает входящее лечение на X%
,,,,,2,1,9000,0,1,,,58,173,Повышает входящее лечение на X%
,,,,,3,2,10000,0,3,,,60,181,Повышает входящее лечение на X%
,,,,,4,4,11000,0,7,,,63,189,Повышает входящее лечение на X%
,,,,,5,6,12000,0,13,,,66,197,Повышает входящее лечение на X%
,,,,,6,8,13000,0,21,,,68,205,Повышает входящее лечение на X%
,,,,,7,10,14000,0,31,,,71,213,Повышает входящее лечение на X%
,,,,,8,12,15000,0,43,,,74,221,Повышает входящее лечение на X%
,,,,,9,14,16000,0,57,,,76,228,Повышает входящее лечение на X%
,,,,,10,16,17500,0,73,,,79,236,Повышает входящее лечение на X%
,,,,,11,20,20000,0,93,,,81,244,Повышает входящее лечение на X%
,,,,,12,25,22500,0,118,,,84,252,Повышает входящее лечение на X%
,,,,,13,30,25000,0,148,,,87,260,Повышает входящее лечение на X%
,,,,,14,35,27500,0,183,,,89,268,Повышает входящее лечение на X%
,,,,,15,40,30000,0,223,,,92,276,Повышает входящее лечение на X%
,,,,,16,45,32500,0,268,,,95,284,Повышает входящее лечение на X%
,,,,,17,50,35000,0,318,,,97,291,Повышает входящее лечение на X%
,,,,,18,55,37500,0,373,,,100,299,Повышает входящее лечение на X%
,,,,,19,60,40000,0,433,,,102,307,Повышает входящее лечение на X%
,,,,,20,70,45000,0,503,,,105,315,Повышает входящее лечение на X%
"Амулет 1, тир 4",AMULET,10,7,4,1,,,,,,70,70,209,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,2,1,22500,0,1,,72,72,216,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,3,2,25000,0,3,,74,74,223,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,4,4,27500,0,7,,77,77,230,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,5,6,30000,0,13,,79,79,236,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,6,8,32500,0,21,,81,81,243,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,7,10,35000,0,31,,83,83,250,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,8,12,37500,0,43,,86,86,257,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,9,14,40000,0,57,,88,88,263,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
,,,,,10,16,45000,0,73,,90,90,270,При получении статус эффекта (стан-рут-етс) он автоматически снимается. Кулдаун
